id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
75,Paris,75010,10ème circonscription,70406,50483,"71,70%",19923,"28,30%",49777,"70,70%","98,60%",451,"0,64%","0,89%",255,"0,36%","0,51%",Prénom candidat 4,Patrick
75,Paris,75011,11ème circonscription,72872,55981,"76,82%",16891,"23,18%",55368,"75,98%","98,90%",451,"0,62%","0,81%",162,"0,22%","0,29%",Prénom candidat 4,Céline
75,Paris,75012,12ème circonscription,75515,56860,"75,30%",18655,"24,70%",56268,"74,51%","98,96%",406,"0,54%","0,71%",186,"0,25%","0,33%",Prénom candidat 4,Celine
75,Paris,75013,13ème circonscription,77751,56593,"72,79%",21158,"27,21%",55845,"71,83%","98,68%",515,"0,66%","0,91%",233,"0,30%","0,41%",Prénom candidat 4,Francis
75,Paris,75014,14ème circonscription,76408,55719,"72,92%",20689,"27,08%",55235,"72,29%","99,13%",340,"0,44%","0,61%",144,"0,19%","0,26%",Prénom candidat 4,Hugo
75,Paris,75015,15ème circonscription,79598,56095,"70,47%",23503,"29,53%",55178,"69,32%","98,37%",605,"0,76%","1,08%",312,"0,39%","0,56%",Prénom candidat 4,Mohamad
75,Paris,75016,16ème circonscription,76417,52714,"68,98%",23703,"31,02%",51902,"67,92%","98,46%",516,"0,68%","0,98%",296,"0,39%","0,56%",Prénom candidat 4,Christèle
75,Paris,75017,17ème circonscription,63138,41598,"65,88%",21540,"34,12%",40851,"64,70%","98,20%",466,"0,74%","1,12%",281,"0,45%","0,68%",Prénom candidat 4,Kolia
75,Paris,75018,18ème circonscription,70320,52837,"75,14%",17483,"24,86%",52200,"74,23%","98,79%",414,"0,59%","0,78%",223,"0,32%","0,42%",Prénom candidat 4,Catherine
75,Paris,75001,1ère circonscription,84309,63421,"75,22%",20888,"24,78%",62753,"74,43%","98,95%",495,"0,59%","0,78%",173,"0,21%","0,27%",Sexe candidat 4,FEMININ
75,Paris,75002,2ème circonscription,74579,56908,"76,31%",17671,"23,69%",56418,"75,65%","99,14%",337,"0,45%","0,59%",153,"0,21%","0,27%",Sexe candidat 4,FEMININ
75,Paris,75003,3ème circonscription,73178,53662,"73,33%",19516,"26,67%",52962,"72,37%","98,70%",464,"0,63%","0,86%",236,"0,32%","0,44%",Sexe candidat 4,MASCULIN
75,Paris,75004,4ème circonscription,73204,53371,"72,91%",19833,"27,09%",52905,"72,27%","99,13%",313,"0,43%","0,59%",153,"0,21%","0,29%",Sexe candidat 4,MASCULIN
75,Paris,75005,5ème circonscription,79451,59868,"75,35%",19583,"24,65%",59281,"74,61%","99,02%",400,"0,50%","0,67%",187,"0,24%","0,31%",Sexe candidat 4,FEMININ
75,Paris,75006,6ème circonscription,81237,59994,"73,85%",21243,"26,15%",58997,"72,62%","98,34%",642,"0,79%","1,07%",355,"0,44%","0,59%",Sexe candidat 4,MASCULIN
75,Paris,75007,7ème circonscription,80364,61500,"76,53%",18864,"23,47%",60894,"75,77%","99,01%",424,"0,53%","0,69%",182,"0,23%","0,30%",Sexe candidat 4,FEMININ
75,Paris,75008,8ème circonscription,85297,61867,"72,53%",23430,"27,47%",60962,"71,47%","98,54%",625,"0,73%","1,01%",280,"0,33%","0,45%",Sexe candidat 4,MASCULIN
75,Paris,75009,9ème circonscription,71332,50746,"71,14%",20586,"28,86%",49913,"69,97%","98,36%",570,"0,80%","1,12%",263,"0,37%","0,52%",Sexe candidat 4,FEMININ
75,Paris,75010,10ème circonscription,70406,50483,"71,70%",19923,"28,30%",49777,"70,70%","98,60%",451,"0,64%","0,89%",255,"0,36%","0,51%",Sexe candidat 4,MASCULIN
75,Paris,75011,11ème circonscription,72872,55981,"76,82%",16891,"23,18%",55368,"75,98%","98,90%",451,"0,62%","0,81%",162,"0,22%","0,29%",Sexe candidat 4,FEMININ
75,Paris,75012,12ème circonscription,75515,56860,"75,30%",18655,"24,70%",56268,"74,51%","98,96%",406,"0,54%","0,71%",186,"0,25%","0,33%",Sexe candidat 4,FEMININ
75,Paris,75013,13ème circonscription,77751,56593,"72,79%",21158,"27,21%",55845,"71,83%","98,68%",515,"0,66%","0,91%",233,"0,30%","0,41%",Sexe candidat 4,MASCULIN
75,Paris,75014,14ème circonscription,76408,55719,"72,92%",20689,"27,08%",55235,"72,29%","99,13%",340,"0,44%","0,61%",144,"0,19%","0,26%",Sexe candidat 4,MASCULIN
75,Paris,75015,15ème circonscription,79598,56095,"70,47%",23503,"29,53%",55178,"69,32%","98,37%",605,"0,76%","1,08%",312,"0,39%","0,56%",Sexe candidat 4,MASCULIN
75,Paris,75016,16ème circonscription,76417,52714,"68,98%",23703,"31,02%",51902,"67,92%","98,46%",516,"0,68%","0,98%",296,"0,39%","0,56%",Sexe candidat 4,FEMININ
75,Paris,75017,17ème circonscription,63138,41598,"65,88%",21540,"34,12%",40851,"64,70%","98,20%",466,"0,74%","1,12%",281,"0,45%","0,68%",Sexe candidat 4,FEMININ
75,Paris,75018,18ème circonscription,70320,52837,"75,14%",17483,"24,86%",52200,"74,23%","98,79%",414,"0,59%","0,78%",223,"0,32%","0,42%",Sexe candidat 4,FEMININ
75,Paris,75001,1ère circonscription,84309,63421,"75,22%",20888,"24,78%",62753,"74,43%","98,95%",495,"0,59%","0,78%",173,"0,21%","0,27%",Voix 4,991
75,Paris,75002,2ème circonscription,74579,56908,"76,31%",17671,"23,69%",56418,"75,65%","99,14%",337,"0,45%","0,59%",153,"0,21%","0,27%",Voix 4,3792
75,Paris,75003,3ème circonscription,73178,53662,"73,33%",19516,"26,67%",52962,"72,37%","98,70%",464,"0,63%","0,86%",236,"0,32%","0,44%",Voix 4,433
75,Paris,75004,4ème circonscription,73204,53371,"72,91%",19833,"27,09%",52905,"72,27%","99,13%",313,"0,43%","0,59%",153,"0,21%","0,29%",Voix 4,99
75,Paris,75005,5ème circonscription,79451,59868,"75,35%",19583,"24,65%",59281,"74,61%","99,02%",400,"0,50%","0,67%",187,"0,24%","0,31%",Voix 4,674
75,Paris,75006,6ème circonscription,81237,59994,"73,85%",21243,"26,15%",58997,"72,62%","98,34%",642,"0,79%","1,07%",355,"0,44%","0,59%",Voix 4,2317
75,Paris,75007,7ème circonscription,80364,61500,"76,53%",18864,"23,47%",60894,"75,77%","99,01%",424,"0,53%","0,69%",182,"0,23%","0,30%",Voix 4,289
75,Paris,75008,8ème circonscription,85297,61867,"72,53%",23430,"27,47%",60962,"71,47%","98,54%",625,"0,73%","1,01%",280,"0,33%","0,45%",Voix 4,17305
75,Paris,75009,9ème circonscription,71332,50746,"71,14%",20586,"28,86%",49913,"69,97%","98,36%",570,"0,80%","1,12%",263,"0,37%","0,52%",Voix 4,5733
75,Paris,75010,10ème circonscription,70406,50483,"71,70%",19923,"28,30%",49777,"70,70%","98,60%",451,"0,64%","0,89%",255,"0,36%","0,51%",Voix 4,2965
75,Paris,75011,11ème circonscription,72872,55981,"76,82%",16891,"23,18%",55368,"75,98%","98,90%",451,"0,62%","0,81%",162,"0,22%","0,29%",Voix 4,24195
75,Paris,75012,12ème circonscription,75515,56860,"75,30%",18655,"24,70%",56268,"74,51%","98,96%",406,"0,54%","0,71%",186,"0,25%","0,33%",Voix 4,16294
75,Paris,75013,13ème circonscription,77751,56593,"72,79%",21158,"27,21%",55845,"71,83%","98,68%",515,"0,66%","0,91%",233,"0,30%","0,41%",Voix 4,1
75,Paris,75014,14ème circonscription,76408,55719,"72,92%",20689,"27,08%",55235,"72,29%","99,13%",340,"0,44%","0,61%",144,"0,19%","0,26%",Voix 4,7693
75,Paris,75015,15ème circonscription,79598,56095,"70,47%",23503,"29,53%",55178,"69,32%","98,37%",605,"0,76%","1,08%",312,"0,39%","0,56%",Voix 4,8948
75,Paris,75016,16ème circonscription,76417,52714,"68,98%",23703,"31,02%",51902,"67,92%","98,46%",516,"0,68%","0,98%",296,"0,39%","0,56%",Voix 4,4829
75,Paris,75017,17ème circonscription,63138,41598,"65,88%",21540,"34,12%",40851,"64,70%","98,20%",466,"0,74%","1,12%",281,"0,45%","0,68%",Voix 4,7012
75,Paris,75018,18ème circonscription,70320,52837,"75,14%",17483,"24,86%",52200,"74,23%","98,79%",414,"0,59%","0,78%",223,"0,32%","0,42%",Voix 4,811
75,Paris,75001,1ère circonscription,84309,63421,"75,22%",20888,"24,78%",62753,"74,43%","98,95%",495,"0,59%","0,78%",173,"0,21%","0,27%",% Voix/inscrits 4,"1,18%"
75,Paris,75002,2ème circonscription,74579,56908,"76,31%",17671,"23,69%",56418,"75,65%","99,14%",337,"0,45%","0,59%",153,"0,21%","0,27%",% Voix/inscrits 4,"5,08%"
75,Paris,75003,3ème circonscription,73178,53662,"73,33%",19516,"26,67%",52962,"72,37%","98,70%",464,"0,63%","0,86%",236,"0,32%","0,44%",% Voix/inscrits 4,"0,59%"
75,Paris,75004,4ème circonscription,73204,53371,"72,91%",19833,"27,09%",52905,"72,27%","99,13%",313,"0,43%","0,59%",153,"0,21%","0,29%",% Voix/inscrits 4,"0,14%"
75,Paris,75005,5ème circonscription,79451,59868,"75,35%",19583,"24,65%",59281,"74,61%","99,02%",400,"0,50%","0,67%",187,"0,24%","0,31%",% Voix/inscrits 4,"0,85%"
75,Paris,75006,6ème circonscription,81237,59994,"73,85%",21243,"26,15%",58997,"72,62%","98,34%",642,"0,79%","1,07%",355,"0,44%","0,59%",% Voix/inscrits 4,"2,85%"
75,Paris,75007,7ème circonscription,80364,61500,"76,53%",18864,"23,47%",60894,"75,77%","99,01%",424,"0,53%","0,69%",182,"0,23%","0,30%",% Voix/inscrits 4,"0,36%"
75,Paris,75008,8ème circonscription,85297,61867,"72,53%",23430,"27,47%",60962,"71,47%","98,54%",625,"0,73%","1,01%",280,"0,33%","0,45%",% Voix/inscrits 4,"20,29%"
75,Paris,75009,9ème circonscription,71332,50746,"71,14%",20586,"28,86%",49913,"69,97%","98,36%",570,"0,80%","1,12%",263,"0,37%","0,52%",% Voix/inscrits 4,"8,04%"
75,Paris,75010,10ème circonscription,70406,50483,"71,70%",19923,"28,30%",49777,"70,70%","98,60%",451,"0,64%","0,89%",255,"0,36%","0,51%",% Voix/inscrits 4,"4,21%"
75,Paris,75011,11ème circonscription,72872,55981,"76,82%",16891,"23,18%",55368,"75,98%","98,90%",451,"0,62%","0,81%",162,"0,22%","0,29%",% Voix/inscrits 4,"33,20%"
75,Paris,75012,12ème circonscription,75515,56860,"75,30%",18655,"24,70%",56268,"74,51%","98,96%",406,"0,54%","0,71%",186,"0,25%","0,33%",% Voix/inscrits 4,"21,58%"
75,Paris,75013,13ème circonscription,77751,56593,"72,79%",21158,"27,21%",55845,"71,83%","98,68%",515,"0,66%","0,91%",233,"0,30%","0,41%",% Voix/inscrits 4,"0,00%"
75,Paris,75014,14ème circonscription,76408,55719,"72,92%",20689,"27,08%",55235,"72,29%","99,13%",340,"0,44%","0,61%",144,"0,19%","0,26%",% Voix/inscrits 4,"10,07%"
75,Paris,75015,15ème circonscription,79598,56095,"70,47%",23503,"29,53%",55178,"69,32%","98,37%",605,"0,76%","1,08%",312,"0,39%","0,56%",% Voix/inscrits 4,"11,24%"
75,Paris,75016,16ème circonscription,76417,52714,"68,98%",23703,"31,02%",51902,"67,92%","98,46%",516,"0,68%","0,98%",296,"0,39%","0,56%",% Voix/inscrits 4,"6,32%"
75,Paris,75017,17ème circonscription,63138,41598,"65,88%",21540,"34,12%",40851,"64,70%","98,20%",466,"0,74%","1,12%",281,"0,45%","0,68%",% Voix/inscrits 4,"11,11%"
75,Paris,75018,18ème circonscription,70320,52837,"75,14%",17483,"24,86%",52200,"74,23%","98,79%",414,"0,59%","0,78%",223,"0,32%","0,42%",% Voix/inscrits 4,"1,15%"
75,Paris,75001,1ère circonscription,84309,63421,"75,22%",20888,"24,78%",62753,"74,43%","98,95%",495,"0,59%","0,78%",173,"0,21%","0,27%",% Voix/exprimés 4,"1,58%"
75,Paris,75002,2ème circonscription,74579,56908,"76,31%",17671,"23,69%",56418,"75,65%","99,14%",337,"0,45%","0,59%",153,"0,21%","0,27%",% Voix/exprimés 4,"6,72%"
75,Paris,75003,3ème circonscription,73178,53662,"73,33%",19516,"26,67%",52962,"72,37%","98,70%",464,"0,63%","0,86%",236,"0,32%","0,44%",% Voix/exprimés 4,"0,82%"
75,Paris,75004,4ème circonscription,73204,53371,"72,91%",19833,"27,09%",52905,"72,27%","99,13%",313,"0,43%","0,59%",153,"0,21%","0,29%",% Voix/exprimés 4,"0,19%"
75,Paris,75005,5ème circonscription,79451,59868,"75,35%",19583,"24,65%",59281,"74,61%","99,02%",400,"0,50%","0,67%",187,"0,24%","0,31%",% Voix/exprimés 4,"1,14%"
75,Paris,75006,6ème circonscription,81237,59994,"73,85%",21243,"26,15%",58997,"72,62%","98,34%",642,"0,79%","1,07%",355,"0,44%","0,59%",% Voix/exprimés 4,"3,93%"
75,Paris,75007,7ème circonscription,80364,61500,"76,53%",18864,"23,47%",60894,"75,77%","99,01%",424,"0,53%","0,69%",182,"0,23%","0,30%",% Voix/exprimés 4,"0,47%"
75,Paris,75008,8ème circonscription,85297,61867,"72,53%",23430,"27,47%",60962,"71,47%","98,54%",625,"0,73%","1,01%",280,"0,33%","0,45%",% Voix/exprimés 4,"28,39%"
75,Paris,75009,9ème circonscription,71332,50746,"71,14%",20586,"28,86%",49913,"69,97%","98,36%",570,"0,80%","1,12%",263,"0,37%","0,52%",% Voix/exprimés 4,"11,49%"
75,Paris,75010,10ème circonscription,70406,50483,"71,70%",19923,"28,30%",49777,"70,70%","98,60%",451,"0,64%","0,89%",255,"0,36%","0,51%",% Voix/exprimés 4,"5,96%"
75,Paris,75011,11ème circonscription,72872,55981,"76,82%",16891,"23,18%",55368,"75,98%","98,90%",451,"0,62%","0,81%",162,"0,22%","0,29%",% Voix/exprimés 4,"43,70%"
75,Paris,75012,12ème circonscription,75515,56860,"75,30%",18655,"24,70%",56268,"74,51%","98,96%",406,"0,54%","0,71%",186,"0,25%","0,33%",% Voix/exprimés 4,"28,96%"
75,Paris,75013,13ème circonscription,77751,56593,"72,79%",21158,"27,21%",55845,"71,83%","98,68%",515,"0,66%","0,91%",233,"0,30%","0,41%",% Voix/exprimés 4,"0,00%"
75,Paris,75014,14ème circonscription,76408,55719,"72,92%",20689,"27,08%",55235,"72,29%","99,13%",340,"0,44%","0,61%",144,"0,19%","0,26%",% Voix/exprimés 4,"13,93%"
75,Paris,75015,15ème circonscription,79598,56095,"70,47%",23503,"29,53%",55178,"69,32%","98,37%",605,"0,76%","1,08%",312,"0,39%","0,56%",% Voix/exprimés 4,"16,22%"
75,Paris,75016,16ème circonscription,76417,52714,"68,98%",23703,"31,02%",51902,"67,92%","98,46%",516,"0,68%","0,98%",296,"0,39%","0,56%",% Voix/exprimés 4,"9,30%"
75,Paris,75017,17ème circonscription,63138,41598,"65,88%",21540,"34,12%",40851,"64,70%","98,20%",466,"0,74%","1,12%",281,"0,45%","0,68%",% Voix/exprimés 4,"17,16%"
75,Paris,75018,18ème circonscription,70320,52837,"75,14%",17483,"24,86%",52200,"74,23%","98,79%",414,"0,59%","0,78%",223,"0,32%","0,42%",% Voix/exprimés 4,"1,55%"
75,Paris,75001,1ère circonscription,84309,63421,"75,22%",20888,"24,78%",62753,"74,43%","98,95%",495,"0,59%","0,78%",173,"0,21%","0,27%",Elu 4,
75,Paris,75002,2ème circonscription,74579,56908,"76,31%",17671,"23,69%",56418,"75,65%","99,14%",337,"0,45%","0,59%",153,"0,21%","0,27%",Elu 4,
75,Paris,75003,3ème circonscription,73178,53662,"73,33%",19516,"26,67%",52962,"72,37%","98,70%",464,"0,63%","0,86%",236,"0,32%","0,44%",Elu 4,
75,Paris,75004,4ème circonscription,73204,53371,"72,91%",19833,"27,09%",52905,"72,27%","99,13%",313,"0,43%","0,59%",153,"0,21%","0,29%",Elu 4,
75,Paris,75005,5ème circonscription,79451,59868,"75,35%",19583,"24,65%",59281,"74,61%","99,02%",400,"0,50%","0,67%",187,"0,24%","0,31%",Elu 4,
75,Paris,75006,6ème circonscription,81237,59994,"73,85%",21243,"26,15%",58997,"72,62%","98,34%",642,"0,79%","1,07%",355,"0,44%","0,59%",Elu 4,
75,Paris,75007,7ème circonscription,80364,61500,"76,53%",18864,"23,47%",60894,"75,77%","99,01%",424,"0,53%","0,69%",182,"0,23%","0,30%",Elu 4,
75,Paris,75008,8ème circonscription,85297,61867,"72,53%",23430,"27,47%",60962,"71,47%","98,54%",625,"0,73%","1,01%",280,"0,33%","0,45%",Elu 4,
75,Paris,75009,9ème circonscription,71332,50746,"71,14%",20586,"28,86%",49913,"69,97%","98,36%",570,"0,80%","1,12%",263,"0,37%","0,52%",Elu 4,
75,Paris,75010,10ème circonscription,70406,50483,"71,70%",19923,"28,30%",49777,"70,70%","98,60%",451,"0,64%","0,89%",255,"0,36%","0,51%",Elu 4,
75,Paris,75011,11ème circonscription,72872,55981,"76,82%",16891,"23,18%",55368,"75,98%","98,90%",451,"0,62%","0,81%",162,"0,22%","0,29%",Elu 4,
75,Paris,75012,12ème circonscription,75515,56860,"75,30%",18655,"24,70%",56268,"74,51%","98,96%",406,"0,54%","0,71%",186,"0,25%","0,33%",Elu 4,
75,Paris,75013,13ème circonscription,77751,56593,"72,79%",21158,"27,21%",55845,"71,83%","98,68%",515,"0,66%","0,91%",233,"0,30%","0,41%",Elu 4,
75,Paris,75014,14ème circonscription,76408,55719,"72,92%",20689,"27,08%",55235,"72,29%","99,13%",340,"0,44%","0,61%",144,"0,19%","0,26%",Elu 4,
75,Paris,75015,15ème circonscription,79598,56095,"70,47%",23503,"29,53%",55178,"69,32%","98,37%",605,"0,76%","1,08%",312,"0,39%","0,56%",Elu 4,
75,Paris,75016,16ème circonscription,76417,52714,"68,98%",23703,"31,02%",51902,"67,92%","98,46%",516,"0,68%","0,98%",296,"0,39%","0,56%",Elu 4,
75,Paris,75017,17ème circonscription,63138,41598,"65,88%",21540,"34,12%",40851,"64,70%","98,20%",466,"0,74%","1,12%",281,"0,45%","0,68%",Elu 4,
75,Paris,75018,18ème circonscription,70320,52837,"75,14%",17483,"24,86%",52200,"74,23%","98,79%",414,"0,59%","0,78%",223,"0,32%","0,42%",Elu 4,
75,Paris,75001,1ère circonscription,84309,63421,"75,22%",20888,"24,78%",62753,"74,43%","98,95%",495,"0,59%","0,78%",173,"0,21%","0,27%",Numéro de panneau 5,5.0
75,Paris,75002,2ème circonscription,74579,56908,"76,31%",17671,"23,69%",56418,"75,65%","99,14%",337,"0,45%","0,59%",153,"0,21%","0,27%",Numéro de panneau 5,5.0
75,Paris,75003,3ème circonscription,73178,53662,"73,33%",19516,"26,67%",52962,"72,37%","98,70%",464,"0,63%","0,86%",236,"0,32%","0,44%",Numéro de panneau 5,5.0
75,Paris,75004,4ème circonscription,73204,53371,"72,91%",19833,"27,09%",52905,"72,27%","99,13%",313,"0,43%","0,59%",153,"0,21%","0,29%",Numéro de panneau 5,5.0
75,Paris,75005,5ème circonscription,79451,59868,"75,35%",19583,"24,65%",59281,"74,61%","99,02%",400,"0,50%","0,67%",187,"0,24%","0,31%",Numéro de panneau 5,5.0
75,Paris,75006,6ème circonscription,81237,59994,"73,85%",21243,"26,15%",58997,"72,62%","98,34%",642,"0,79%","1,07%",355,"0,44%","0,59%",Numéro de panneau 5,5.0
75,Paris,75007,7ème circonscription,80364,61500,"76,53%",18864,"23,47%",60894,"75,77%","99,01%",424,"0,53%","0,69%",182,"0,23%","0,30%",Numéro de panneau 5,5.0
75,Paris,75008,8ème circonscription,85297,61867,"72,53%",23430,"27,47%",60962,"71,47%","98,54%",625,"0,73%","1,01%",280,"0,33%","0,45%",Numéro de panneau 5,5.0
75,Paris,75009,9ème circonscription,71332,50746,"71,14%",20586,"28,86%",49913,"69,97%","98,36%",570,"0,80%","1,12%",263,"0,37%","0,52%",Numéro de panneau 5,5.0
75,Paris,75010,10ème circonscription,70406,50483,"71,70%",19923,"28,30%",49777,"70,70%","98,60%",451,"0,64%","0,89%",255,"0,36%","0,51%",Numéro de panneau 5,5.0
75,Paris,75011,11ème circonscription,72872,55981,"76,82%",16891,"23,18%",55368,"75,98%","98,90%",451,"0,62%","0,81%",162,"0,22%","0,29%",Numéro de panneau 5,5.0
75,Paris,75012,12ème circonscription,75515,56860,"75,30%",18655,"24,70%",56268,"74,51%","98,96%",406,"0,54%","0,71%",186,"0,25%","0,33%",Numéro de panneau 5,5.0
75,Paris,75013,13ème circonscription,77751,56593,"72,79%",21158,"27,21%",55845,"71,83%","98,68%",515,"0,66%","0,91%",233,"0,30%","0,41%",Numéro de panneau 5,5.0
75,Paris,75014,14ème circonscription,76408,55719,"72,92%",20689,"27,08%",55235,"72,29%","99,13%",340,"0,44%","0,61%",144,"0,19%","0,26%",Numéro de panneau 5,5.0
75,Paris,75015,15ème circonscription,79598,56095,"70,47%",23503,"29,53%",55178,"69,32%","98,37%",605,"0,76%","1,08%",312,"0,39%","0,56%",Numéro de panneau 5,5.0
75,Paris,75016,16ème circonscription,76417,52714,"68,98%",23703,"31,02%",51902,"67,92%","98,46%",516,"0,68%","0,98%",296,"0,39%","0,56%",Numéro de panneau 5,5.0
75,Paris,75017,17ème circonscription,63138,41598,"65,88%",21540,"34,12%",40851,"64,70%","98,20%",466,"0,74%","1,12%",281,"0,45%","0,68%",Numéro de panneau 5,5.0
75,Paris,75018,18ème circonscription,70320,52837,"75,14%",17483,"24,86%",52200,"74,23%","98,79%",414,"0,59%","0,78%",223,"0,32%","0,42%",Numéro de panneau 5,5.0
75,Paris,75001,1ère circonscription,84309,63421,"75,22%",20888,"24,78%",62753,"74,43%","98,95%",495,"0,59%","0,78%",173,"0,21%","0,27%",Nuance candidat 5,EXG
75,Paris,75002,2ème circonscription,74579,56908,"76,31%",17671,"23,69%",56418,"75,65%","99,14%",337,"0,45%","0,59%",153,"0,21%","0,27%",Nuance candidat 5,DVC
75,Paris,75003,3ème circonscription,73178,53662,"73,33%",19516,"26,67%",52962,"72,37%","98,70%",464,"0,63%","0,86%",236,"0,32%","0,44%",Nuance candidat 5,RN
75,Paris,75004,4ème circonscription,73204,53371,"72,91%",19833,"27,09%",52905,"72,27%","99,13%",313,"0,43%","0,59%",153,"0,21%","0,29%",Nuance candidat 5,EXG
75,Paris,75005,5ème circonscription,79451,59868,"75,35%",19583,"24,65%",59281,"74,61%","99,02%",400,"0,50%","0,67%",187,"0,24%","0,31%",Nuance candidat 5,LR
75,Paris,75006,6ème circonscription,81237,59994,"73,85%",21243,"26,15%",58997,"72,62%","98,34%",642,"0,79%","1,07%",355,"0,44%","0,59%",Nuance candidat 5,ECO
75,Paris,75007,7ème circonscription,80364,61500,"76,53%",18864,"23,47%",60894,"75,77%","99,01%",424,"0,53%","0,69%",182,"0,23%","0,30%",Nuance candidat 5,DVC
75,Paris,75008,8ème circonscription,85297,61867,"72,53%",23430,"27,47%",60962,"71,47%","98,54%",625,"0,73%","1,01%",280,"0,33%","0,45%",Nuance candidat 5,DVG
75,Paris,75009,9ème circonscription,71332,50746,"71,14%",20586,"28,86%",49913,"69,97%","98,36%",570,"0,80%","1,12%",263,"0,37%","0,52%",Nuance candidat 5,ENS
75,Paris,75010,10ème circonscription,70406,50483,"71,70%",19923,"28,30%",49777,"70,70%","98,60%",451,"0,64%","0,89%",255,"0,36%","0,51%",Nuance candidat 5,EXG
75,Paris,75011,11ème circonscription,72872,55981,"76,82%",16891,"23,18%",55368,"75,98%","98,90%",451,"0,62%","0,81%",162,"0,22%","0,29%",Nuance candidat 5,ECO
75,Paris,75012,12ème circonscription,75515,56860,"75,30%",18655,"24,70%",56268,"74,51%","98,96%",406,"0,54%","0,71%",186,"0,25%","0,33%",Nuance candidat 5,EXG
75,Paris,75013,13ème circonscription,77751,56593,"72,79%",21158,"27,21%",55845,"71,83%","98,68%",515,"0,66%","0,91%",233,"0,30%","0,41%",Nuance candidat 5,REG
75,Paris,75014,14ème circonscription,76408,55719,"72,92%",20689,"27,08%",55235,"72,29%","99,13%",340,"0,44%","0,61%",144,"0,19%","0,26%",Nuance candidat 5,UXD
75,Paris,75015,15ème circonscription,79598,56095,"70,47%",23503,"29,53%",55178,"69,32%","98,37%",605,"0,76%","1,08%",312,"0,39%","0,56%",Nuance candidat 5,DVC
75,Paris,75016,16ème circonscription,76417,52714,"68,98%",23703,"31,02%",51902,"67,92%","98,46%",516,"0,68%","0,98%",296,"0,39%","0,56%",Nuance candidat 5,DVC
75,Paris,75017,17ème circonscription,63138,41598,"65,88%",21540,"34,12%",40851,"64,70%","98,20%",466,"0,74%","1,12%",281,"0,45%","0,68%",Nuance candidat 5,LR
